label,text
rec.autos,article nancyhayduke nancy feagans writes ashtrays cigarette lighters option nancy j feagans jet propulsion lab shred evidence exists favor idea life serious forget cigarette lighter plug essential plugging radar detectors lights ashtrays also essential great places keep change tokens al h
alt.atheism,article peter simple logic arguments folly read bible see jesus made fools tried trick logic ability reason spec creation yet think ultimate rely simply reason never know learn must accept dont know anyone eaplain hes said cant seems jesus used logic make people using logic look like fools sound right maybe told fools thats people believed hmm sound reasonable either find always intriguing see people stating transcendental values cant explained next sentence try explain unexplained values highly strange cheers kent alink ksand private activities net
comp.windows.x,isnt x window system x x number designations accepted x consortium fact man x pretty much x machine tell x consortium requests following names used referring software x x window system x version x window system version x thing x windows x window despite repeated misuse forms trade rags probably tells something much trust trade rags cant even get name window system right one trust anything else say used think way x example incorrect english constructs raining window id annoy however comes time popular usage starts dictate way things really world indeed fact x news really popular opinion know think technically superior well related topic say color less correct colour irish hence using english english opposed american english always use latter except course api terms xalloccolor colormap world uses term windows refer microsoft windows perhaps time come accept x windows valid term x think concise uncluttered term say x window system lets face almost everyone uses ultimately need product sales xliterate people respect product recognition important short snappy descriptive title x positively obscure help dealing average punter sad thought software engineer indeed unfortunate x become popularly known windows let ms worry whether called microsoft windows microsoft window system plain microsoft summarise summarize point message think far pressing issues facing x community worrying subtle distinctions naming window system windowing system whatever gets recognised fine agree one careful interpreting trade papers say however would reluctant come conclusion purely basis name x window system gerard odriscoll du pont pixel systems ltd
rec.autos,article writes special deal get infinity g fully loaded dealer cost check numbers match releasing update mid version includes dual airbags want get rid old really dealers cost get dealers cost looking invoice may factory dealer incentives id check since trouble believing dealer would sell car cost dealer invoice necessarily dealer cost teddy
comp.sys.mac.hardware,well although may uncommon occurrence bad experience techworks past summer upgraded increased memory powerbook ci called place order pb ram told sales person would give rebate would return original ram also techworks ram followed instructions returning old ram expecting see credit visa within weeks well months went credit many calls almost none ever returned arghhh finally found someone told never received old chips explained procedure followed return person replied mean sent us mail per original sales persons instructions told loss us mail shipments uncommon come sent stuff via fedex etc reasoned done exactly told would budge people spoke absolutely help sent letters copies original receipts attempted trace package us mail made many phone calls techworks avail wouldnt giveup disgusted salessupport people supervisors nothing could pursuade make right finally total disgust wrote letter credit card company asking investigate problem three weeks later credit miraculously appeared statement recent memory disgusted service received company fairness way knowing trying rip went great lengths prove really happened oh well cest la vie never buy another product get chest
rec.autos,article jeff hagen writes thanx responded particularly never driven xxx heres like guys ok know newage ats great traffic satisfactory job acceleration keep foot buried carpet question regards downshifting downshifting pass ats good manually moving lever point would downshift manual eg approaching red light curve tooling around parking lot st nd wo shifting im still manualtrans bigot downshifting deceleration seems natural try automatic tranny doesnt seem understand want addendum isnt great downshifting approaching red light light goes green youre already oncam turbos already spooled zippppppppppp hagen grand auto quad around gear selector plastic strip covers space cant see inside anywayi took cover cut end long strip specific length strip curls cirlce one end inside anyway strip cant feed lip circles itsoi push button pull gear shifter go back driveno accidental hitting first drive around town keep revs shift drive pull coming lightsif want eating foodi drive drive probably aftermarket shift kits accomplish thing porsches tiptronic automatic driven like autoor put mode tip upupshifttip downshift course override dont redline engine
comp.os.ms-windows.misc,article robert kayman writes keywords printer date apr gmt hello fellow netters asking collected wisdom help decide printer purchase canon bj bubblejet vs hp deskjet thought rather trust salesperson would benefit relying use printers daily use fullest potential figure know benefits pitfalls better salesperson would greatly appreciate information could render dpi canon bubblejet vs hewlettpackard deskjet dpi faster noticeable print quality difference particularly graphics handle large documents better pages personal experience either appreciated works better windows driver problems etc cost memory font packages toner cartridges etc basically personal experiences either machines highly desirable good bad advance kudos thanks input email news posting readily acceptable email encouraged limits bandwidth sincerely robert kayman theory theory practice practice mean want revised revision original revised revision revised right saying know average salesguy ill give question shot key issue bought bj ink drying speed really try awful hard get bj ink smear hp deskjets need seconds completely dry cases however get pages wet unlike laser printers material pages ink toner go without saying pc little memory meg ram bj takes little print every application use takes run computer solely printing purs like kitten puts pages every seconds depending detailed graphics bj windows soft fonts im assuming deskjet hp wouldnt sell many size another factor bj much smaller hp built like tank bet bj would get damaged first finally print quality love bj resolution looks like good laser quality print hps ive usedthey look like ink impressive chose canon opinions
talk.politics.mideast,anas omran claimed israelis used arrest sometime kill neutral reporters assertion anas omran course total fabrication truth iin im sure anas omran document sad despicable event otherwise may assume another piece antiisrael bullshit posted someone whose family know teach children tell truth omran would care retract error would glad retract accusation liar document claim would glad apologize calling liar failing either would certainly show liar retract accusation hes liar omran retracts verbal diarrohea doesnt prove liar really retraction would pointless giving guy opportunity save face uttering bullshit would encourage must say style impressive mark keep mike mi ke mik emik emi k opinions expressed k e k e k e mikem kem k big blue k e ike ike mike
comp.graphics,rfd request discussion open telematic group otg proposed forming consortiumtask force promotion naplpsjpeg fif openly discuss ways method proceduresalgorythms applications implementation extensions naplpsjpeg standards standards facilitate creation realtime online applications make use voice video telecommuting hires graphics conferencing distant learning online order entry faxin addition dicussion would assist better understand sgmlcals odamimeoodbmsjpegmpegfractalssqlcdromcdromxakodak photocdtcl vfasteiatia best incorporated implemented develop telematicmultimedia applications want able support dos unix mac windows nt os platforms hope individualsdevelopers corporations universities r labs would join supporting endeavor would notforprofit group bylaws charter already many corporation decided support otg open telematic group delay joining developer rfd posted form usenet newsgroup faq soon compose start promulgating known subject would like added mailist send email mail address group would publish electronic quarterly naplpsjpeg newsletter well hardcopy version urge wants see cmcs hires based applications naplpsjpeg g r w decide join mutually benefit notforprofit endeavor note telematic defined mr james martin marriage voice video hires graphics fax ivr music telephone lineslan would like get involve write img intermultimedia group internet po box atlanta georgia us cis fidonet bbs zyxel k responded trying acknowledge soon possible really inundated org corp edu willing get involve would nice upon responded state capacity willing get involve ed pimentel gatechkd ncvdbsanwillardedimg emoryuumindwillardedimg willards house bbs atlanta ga
comp.sys.ibm.pc.hardware,holly ks wrote western digital also three sets pins back using another hard drive well settings jumpers written right circuit board wd drivema sl jumper used drive conner cp xxx jumper set drive alone drive master sl drive slave michael michael gerhards preussenstrasse germany neuss voice
